osc_0,osc_1,osc_2,osc_3,osc_4,osc_5,osc_6,osc_7
-2.3502723496709343,-0.7158076311843731,1.536242421421019,0.11406655617816064,-0.5064457603274342,0.62215091154455,1.954854560488073,-0.5612395880389531
-2.3579337127441313,-0.7086728826300404,1.5432233995410494,0.10688081743266409,-0.5078575071607361,0.6290570797029882,1.9583816264344023,-0.5695297001661048
-2.37346020854432,-0.6941753875449541,1.5571502115809377,0.09234152610420043,-0.510791250398146,0.6429499744432521,1.9658465253355573,-0.586312270566447
-2.389378070245929,-0.6792239381310461,1.5709903258075142,0.0774683611875604,-0.5139477704780848,0.6569960664183971,1.9741433936498964,-0.6034992477982559
-2.4056549510365066,-0.6638226176363615,1.5847109233948442,0.062264830856273434,-0.5173316228025193,0.6711795164045908,1.9832931021698474,-0.6210900609401326
-2.422258504103625,-0.6479755093089568,1.5982791855170209,0.046734443283802385,-0.5209473627734162,0.6854844851780117,1.9933165216878823,-0.6390841390706559
-2.439156382634833,-0.6316866963968992,1.6116622933481317,0.030880706643632294,-0.5247995457926535,0.6998951335148274,2.0042345229963843,-0.6574809112684932
-2.456316239817702,-0.6149602621482453,1.6248274280622477,0.01470712910931482,-0.5288927272622423,0.7143956221911996,2.0160679768877365,-0.6762798066122011
-2.4737057288398034,-0.5978002898110457,1.6377417708334507,-0.0017827811456871956,-0.5332314625841494,0.7289701119833125,2.0288377541543667,-0.6954802541803806
-2.4913469312742187,-0.5802609817181503,1.6504839603650845,-0.01853775583233741,-0.5378381737978,0.7436473429148771,2.0423966784000935,-0.7149950186475351
-2.5098686429767314,-0.5629628697754963,1.6643629730281995,-0.034981622863017314,-0.542930650745399,0.7589502288685657,2.0547607895267994,-0.7337810846528292
-2.529236947361002,-0.5459384469389761,1.6793187895077888,-0.051127214720669834,-0.5485046770204782,0.7748564486904419,2.0660403832867935,-0.751859215033801
-2.548574109178503,-0.5284499949043953,1.6936019107845368,-0.06770422626769523,-0.5542895737670417,0.7906618886789729,2.078860969010554,-0.7705577439463873
-2.56760812619512,-0.5103083726817559,1.7067457313049206,-0.08488466929275074,-0.5602259544934984,0.8061685564966448,2.0938644838266907,-0.7902025285550618
-2.586301549514136,-0.4915389784169888,1.7187681428610269,-0.10263215838479667,-0.5663326801082835,0.8213715440695823,2.1109570714477055,-0.8107422715440293
-2.60461693023879,-0.47216721025603037,1.7296870372449535,-0.12091030813274894,-0.5726286115199208,0.8362659433239328,2.130044875586279,-0.8321256755975837
-2.622516819472387,-0.4522184663448059,1.7395203062488096,-0.13968273312550128,-0.5791326096368454,0.8508468461858265,2.151034039955002,-0.8543014433999963
-2.6399637683181654,-0.43171814482924065,1.7482858416646763,-0.1589130479519918,-0.5858635353674924,0.8651093445813773,2.173830708266422,-0.8772182776354942
-2.6569203278793863,-0.4106916438552821,1.7560015352846459,-0.1785648672011808,-0.5928402496203855,0.8790485304367268,2.198341024233219,-0.9008248809883268
-2.673349049259355,-0.38916436156885004,1.762685278900833,-0.19860180546193984,-0.6000816133039155,0.892659495678022,2.224471131568029,-0.9250699561427655
-2.6892124835613096,-0.36716169611587524,1.7683549643053076,-0.218987477323207,-0.6076064873265619,0.9059373322313713,2.252127173983398,-0.9499022057830597
-2.7044731818885115,-0.34470904564229965,1.7730284832901844,-0.23968549737394262,-0.6154337325967596,0.9188771320229105,2.281215295191963,-0.9752703325934808
-2.7190936953442435,-0.32183180829404856,1.7767237276475556,-0.2606594802030182,-0.6235822100229882,0.9314739869787758,2.3116416389063144,-1.0011230392582338
-2.7330365750317664,-0.29855538221704725,1.7794585891694914,-0.2818730403993941,-0.6320707805137715,0.9437229890250975,2.3433123488390883,-1.0274090284616122
-2.746264372054319,-0.27490516555722655,1.7812509596481174,-0.3032897925520084,-0.6409183049775002,0.9556192300880118,2.3761335687028318,-1.0540770028878654
-2.7587396375152284,-0.2509065564605284,1.782118730875526,-0.3248733512497548,-0.6501436443226094,0.9671578020936378,2.410011442210225,-1.0810756652212206
-2.7704249225177113,-0.22658495307288362,1.7820797946437983,-0.34658733108154927,-0.6597656594575785,0.9783337969681116,2.444852113073903,-1.1083537181459935
-2.7812827781650507,-0.20196575354021196,1.7811520427450267,-0.3683953466363299,-0.6698032112908869,0.9891423066375749,2.4805617250063694,-1.1358598643464113
-2.7912757555605294,-0.17707435600844978,1.7793533669713146,-0.3902610125030348,-0.6802751607310142,0.9995784230281468,2.5170464217203037,-1.1635428065066789
-2.800366405807364,-0.15193615862352794,1.7767016591147655,-0.4121479432705799,-0.6912003686863954,1.009637238065958,2.5542123469282974,-1.1913512473110899
-2.808517280008904,-0.1265765595313828,1.7732148109674717,-0.43401975352790334,-0.7025976960654656,1.0193138436771498,2.591965644342986,-1.2192338894439159
-2.815690929268344,-0.10102095687794521,1.7689107143215255,-0.4558400578638988,-0.7144860037767042,1.0286033317878474,2.6302124576769614,-1.247139435589384
-2.8218499046889667,-0.07529474880913489,1.763807260968997,-0.4775724708674822,-0.7268841527285463,1.0375007943241865,2.6688589306428145,-1.2750165884317655
-2.826956757374055,-0.04942333347089378,1.7579223427020008,-0.4991806071276583,-0.7398110038294714,1.0460013232122867,2.7078112069531812,-1.3028140506552877
