osc_0,osc_1,osc_2,osc_3,osc_4,osc_5,osc_6,osc_7
1.0152415591350827,0.5385791272247253,-0.5482266499662991,-2.507515759406953,1.0434161375474815,0.1943020374713722,0.0006750209893269243,0.17365061535183912
1.0180031583080895,0.5387343736040773,-0.5464524031388862,-2.510613314938892,1.0526325080419285,0.19789940743347723,-0.006373660850433893,0.16629201988727083
1.0233038371507241,0.5388499722223994,-0.5429722660658332,-2.516672025219302,1.0713832939729162,0.20530442306271324,-0.020554979135178897,0.15147983235817009
1.028150842927511,0.5385729007189699,-0.5396302425344945,-2.5224543226654905,1.0907692065308505,0.21313575762061943,-0.034902193277330795,0.13648013902605172
1.0325269075202481,0.5378973954117683,-0.536429133301608,-2.527952984743065,1.1107883192012835,0.22140494614436568,-0.04941127657089872,0.12129791468455942
1.0364147628107556,0.5368176926186852,-0.5333717391238224,-2.533160788917499,1.131438705469845,0.23012352367109967,-0.06407820230966976,0.10593813412720365
1.0397971406808537,0.5353280286575224,-0.5304608607577421,-2.538070512654178,1.152718438822109,0.2393030252379802,-0.07889894378756424,0.09040577214767254
1.0426567730123404,0.5334226398463038,-0.5276992989600604,-2.5426749334187537,1.17462559274365,0.24895498588215492,-0.09386947429850245,0.07470580353956535
1.0449763916870802,0.53109576250292,-0.5250898544874261,-2.5469668286767444,1.1971582407200643,0.25909094064079374,-0.10898576713631591,0.05884320309634816
1.0467387285868934,0.5283416329451729,-0.5226353280965768,-2.550938975893624,1.2203144562369594,0.26972242455103324,-0.12424379559501375,0.04282294561170907
1.0479265155935558,0.5251544874911307,-0.5203385205440281,-2.554584152534911,1.2440923127799097,0.2808609726500433,-0.13963953296838305,0.026650005879291783
1.048522630668125,0.5215286499746785,-0.5182021782564661,-2.5578951103889302,1.2684896819501246,0.29251774184082535,-0.15516881422135143,0.010329486779658836
1.0488571320240725,0.5176668574642829,-0.5161000640079294,-2.560804521535065,1.2930317266717894,0.30378560523215414,-0.17049213954587472,-0.005822507956843026
1.0491324516308076,0.5136971172186922,-0.5139540927617592,-2.5632720322587232,1.3174452565248185,0.31402474961466087,-0.18537033572756378,-0.021581025894246153
1.0488506857433855,0.5093281759272372,-0.5119470348824873,-2.5653827654073424,1.3424189305272005,0.32444280083282484,-0.20024072777382607,-0.03734797662033884
1.0476614824995067,0.5043558203835286,-0.5102065284756208,-2.5671940279317518,1.3684062678212205,0.33596443373585805,-0.21543536974246713,-0.05342998994368742
1.0455877172167227,0.49879908252643546,-0.5087213054987938,-2.568696862561781,1.3953379516838504,0.3485691524656831,-0.2309400695580166,-0.06981357792739118
1.0426522652126735,0.49267699429478284,-0.507480097909907,-2.5698823120272163,1.4231446653919955,0.3622364611642115,-0.2467406351449597,-0.0864852526349047
1.0388780018049104,0.4860085876273068,-0.5064716376666389,-2.570741419057887,1.4517570922225609,0.3769458639733658,-0.2628228744276928,-0.10343152612928286
1.0342878023109403,0.47881289446283226,-0.5056846567266682,-2.571265226383579,1.4811059154525186,0.3926768650350576,-0.27917259533065675,-0.1206389104738026
1.028904542048381,0.4711089467401841,-0.5051078870478065,-2.5714447767340776,1.5111218183587738,0.40940896849120945,-0.2957756057782923,-0.13809391773178525
1.0227510963348063,0.46291577639814285,-0.5047300605877325,-2.5712711128391685,1.5417354842182318,0.42712167848372173,-0.3126177136950403,-0.15578305996633013
1.015850340487745,0.4542524153755334,-0.5045399093041691,-2.570735277428726,1.5728775963078423,0.445794499154506,-0.32968472700529716,-0.17369284924075856
1.008225149824793,0.44513789561109185,-0.5045261651549282,-2.5698283132324917,1.6044788379045327,0.4654069346454959,-0.34696245363359246,-0.19180979761830308
0.9998983996635014,0.4355912490436431,-0.5046775600976883,-2.568541262980295,1.6364698922852527,0.48593848909859183,-0.3644367015042782,-0.2101204171621518
0.9908929653214438,0.4256315076120565,-0.5049828260902167,-2.5668651694019218,1.6687814427268854,0.5073686666557164,-0.3820932785418396,-0.22861121993549283
0.9812317221161937,0.4152777032550681,-0.5054306950901921,-2.5647910752271574,1.7013441725063805,0.5296769714587923,-0.3999179926707175,-0.24726871800169192
0.9709375453653024,0.4045488679115472,-0.5060098990553819,-2.562310023185921,1.7340887649006653,0.5528429076497199,-0.4178966518153526,-0.2660794234239372
0.9600333103863212,0.39346403352022996,-0.5067091699435977,-2.5594130560078643,1.7669459031866452,0.5768459793704217,-0.43601506390014144,-0.28502984826537237
0.9485418924968458,0.38204223201985243,-0.5075172397124739,-2.556091216422818,1.79984627064127,0.6016656907628093,-0.45425903684952473,-0.30410650458931876
0.936486167014472,0.37030249534937276,-0.5084228403197777,-2.5523355471606557,1.8327205505414668,0.627281545968783,-0.4726143785880321,-0.3232959044590089
0.9238890092567065,0.35826385544757144,-0.5094147037232322,-2.5481370909511636,1.865499426164141,0.6536730491302878,-0.4910668970400156,-0.34258455993763093
0.9107732945411451,0.34594534425314016,-0.5104815618806047,-2.543486890524127,1.8981135807862426,0.680819704389235,-0.5096024001299604,-0.36195898308846175
0.8971618981853391,0.33336599370490383,-0.5116121467495738,-2.538375988609287,1.9304936976846987,0.708701015887514,-0.5282066957822629,-0.3814056859747339
0.883077695506862,0.32054483574173176,-0.5127951902879513,-2.5327954279365184,1.9625704601364369,0.7372964877670585,-0.5468655919213639,-0.4009111806595911
0.8685435618232873,0.30750090230240446,-0.5140194244534158,-2.5267362512356506,1.9942745514183624,0.766585624169791,-0.5655648964717042,-0.42046197920639905
0.8535823724521663,0.2942532253257468,-0.5152735812036902,-2.520189501236425,2.0255366548073805,0.796547929237601,-0.584290417357769,-0.4400445936783459
0.8382170027111169,0.28082083675049496,-0.5165463924966307,-2.5131462206686717,2.0562874535805076,0.8271629071124109,-0.6030279625039991,-0.4596455361385754
0.822470327917646,0.2672227685154738,-0.5178265902898271,-2.5055974522622204,2.0864576310146044,0.8584100619361656,-0.621763339834791,-0.47925131865045323
0.806365223389327,0.25347805255950817,-0.5191029065410468,-2.4975342387468125,2.115977870386576,0.8902688978507545,-0.6404823572745411,-0.4988484532771231
