osc_0,osc_1,osc_2,osc_3,osc_4,osc_5,osc_6,osc_7,osc_8,osc_9
-1.3519084362022593,0.2584620851399766,-0.21277017940763976,-0.06060442445487979,-0.37047074660137014,-0.7796609087074691,-2.2393906457629065,0.2266334439415707,-0.6660349809012089,-0.2521560405920553
-1.3519669170006798,0.25835836121119726,-0.2128321078080475,-0.06052391800430712,-0.37051340105584973,-0.7796475431381844,-2.2392434267310968,0.22671661990215086,-0.6660505638662384,-0.25219793705710813
-1.3520841861307613,0.25815164603857355,-0.21295581868918667,-0.060362230479027446,-0.3705983408617053,-0.7796217023440022,-2.2389474355302807,0.22688179216499016,-0.666081673913399,-0.2522828838033231
-1.3522020646198256,0.2579464527068698,-0.21307920384046053,-0.06019923231366242,-0.3706825163681815,-0.7795976495729495,-2.2386484026947873,0.22704455579601324,-0.6661126545199236,-0.2523701181212701
-1.3523205410528816,0.2577428941582083,-0.21320219548075503,-0.06003500072457868,-0.37076587538893424,-0.7795753994936816,-2.238346457504292,0.22720481216489397,-0.6661434703359559,-0.25245959989022015
-1.3524396040149433,0.2575410833347336,-0.21332472582904494,-0.05986961292805404,-0.37084836573759716,-0.7795549667748758,-2.2380417292385157,0.22736246264130067,-0.6661740860116172,-0.25255128898951096
-1.3525592420910197,0.257341133178568,-0.2134467271042828,-0.05970314614049954,-0.37092993522787054,-0.7795363660852317,-2.2377343471770894,0.22751740859490166,-0.6662044661971178,-0.25264514529845794
-1.3526794438661254,0.25714315663181164,-0.213568131525399,-0.05953567757828182,-0.37101053167347686,-0.7795196120933934,-2.2374244405997334,0.22766955139537637,-0.6662345755426236,-0.25274112869633214
-1.3528001979252746,0.25694726663660905,-0.21368887131139047,-0.05936728445767869,-0.3710901028880276,-0.7795047194680382,-2.2371121387861237,0.22781879241240421,-0.6662643786982336,-0.2528391990624268
-1.3529214923410164,0.2567535565587864,-0.21380888687470012,-0.05919803662739476,-0.37116860315176137,-0.7794917002425628,-2.2367975635574577,0.22796505227463681,-0.6662938431048149,-0.2529393164818927
-1.3530431372962504,0.2565553254671782,-0.21393096389545896,-0.05902543938671734,-0.3712482314200516,-0.7794796522953673,-2.2364782427851226,0.22811493171758235,-0.6663239055095804,-0.25304151814442566
-1.3531650032818114,0.2563481817002833,-0.21405692633755802,-0.058847844422915685,-0.37133042510422154,-0.7794679855120945,-2.236152568347549,0.22827274728572933,-0.6663551757545738,-0.25314583377344935
-1.3532872922993293,0.2561403997645595,-0.2141832944721367,-0.0586683826369061,-0.3714124376120953,-0.7794578133215491,-2.2358237678772985,0.22843036123891824,-0.6663864569533162,-0.25325214937899077
-1.3534101446874585,0.25593789569857694,-0.21430756867395484,-0.05848933162724279,-0.37149230016191304,-0.7794499289653367,-2.235494195919885,0.2285819746533302,-0.6664168851153063,-0.2533603487490099
-1.353533545296215,0.25574064489546355,-0.2144297343236401,-0.05831074004643,-0.37157000603345036,-0.7794443254816485,-2.2351639486780206,0.22872763666721974,-0.6664464424537497,-0.2534703727976817
-1.3536574789756255,0.2555486227483028,-0.21454977680179788,-0.0581326565471052,-0.3716455485065273,-0.7794409959086646,-2.2348331223544626,0.22886739641883036,-0.6664751111819411,-0.25358216243915876
-1.353781930575712,0.2553618046501782,-0.2146676814890336,-0.05795512978172823,-0.3717189208608973,-0.7794399332845869,-2.23450181315199,0.2290013030464111,-0.6665028735131973,-0.253695658587616
-1.3539068849464861,0.25518016599423987,-0.21478343376595266,-0.05777820840284775,-0.3717901163763804,-0.7794411306476068,-2.2341701172733153,0.22912940568821094,-0.666529711660746,-0.2538108021572727
-1.3540323269379733,0.2550036821735491,-0.2148970190131605,-0.05760194106305683,-0.37185912833272994,-0.7794445810359152,-2.2338381309212174,0.2292517534824734,-0.6665556078379042,-0.2539275340622371
-1.3541582414001967,0.2548323285812115,-0.21500842261128472,-0.0574263764148597,-0.3719259500097438,-0.7794502774877032,-2.2335059502984533,0.22936839556745303,-0.666580544257922,-0.25404579521668413
-1.3542846131831723,0.2546660806103329,-0.21511762994090855,-0.05725156311080504,-0.37199057468721985,-0.7794582130411398,-2.2331736716077355,0.22947938108138777,-0.6666045031340939,-0.25416552653481084
-1.354411427136927,0.25450491365401895,-0.2152246263826374,-0.057077549803441485,-0.37205299564493366,-0.7794683807344382,-2.232841391051865,0.22958475916252663,-0.6666274666796923,-0.2542866689307477
-1.3545386681114755,0.2543488031053531,-0.21532939731712109,-0.05690438514536211,-0.37211320616270527,-0.7794807736057785,-2.232509204833577,0.22968457894911865,-0.6666494171079895,-0.2544091633186696
-1.3546663209568348,0.25419772435744115,-0.21543192812489842,-0.05673211778907117,-0.3721711995202659,-0.7794953846933517,-2.2321772091555836,0.2297788895794184,-0.6666703366322801,-0.2545329506127736
-1.3547943705230394,0.2540516528034109,-0.21553220418661923,-0.05656079638702849,-0.37222696899741337,-0.77951220703536,-2.231845500220686,0.22986774019166378,-0.6666902074658587,-0.2546579717271902
-1.3549228016601023,0.2539105638363015,-0.21563021088288892,-0.05639046959191596,-0.3722805078739677,-0.7795312336699833,-2.231514174231619,0.2299511799240983,-0.6667090118219754,-0.25478416757609423
-1.355051599218042,0.25377443284926304,-0.2157259335943129,-0.056221186056237826,-0.37233180942972677,-0.7795524576354018,-2.2311833273911175,0.23002925791498763,-0.6667267319139025,-0.25491147907368283
-1.3551807480468774,0.253643235235379,-0.21581935770149663,-0.05605299443249834,-0.37238086694444394,-0.7795758719698065,-2.23085305590196,0.23010202330256413,-0.6667433499549569,-0.25503984713408645
