epoch,W1[0],W1[1],W1[2],W1[3],W1[4],W1[5],W1[6],W1[7],W1[8],W1[9],W1[10],W1[11],W1[12],W1[13],W1[14],W1[15],W1[16],W1[17],W1[18],W1[19],W2[0],W2[1],W2[2],W2[3],W2[4],W2[5],W2[6],W2[7],W2[8],W2[9]
0,-1.2004953100306583,-1.0726161870636266,1.915900947377848,1.3196929361910141,1.6850447189198867,0.636581556599414,-0.9939761561031331,0.744582316301043,0.4306906727211511,-0.22536243960862412,0.8568727646312582,-0.05989569404187969,-0.4464690758785073,0.5332123138716264,1.454247532028229,0.03844296315759074,0.8608583398097969,-0.24309585066192388,0.6909653790121796,-0.3788940935638115,-1.02075363787931,-1.3890021135050772,0.4377784742339467,2.515591049448651,-0.008779624252177428,2.341865806182812,-0.017094587233145667,-0.6130926459699642,1.7661849675813104,0.498479951377682
1,-1.2002238475831397,-1.0722199633993899,1.9158277713530627,1.3190609991806963,1.6850464659807305,0.6357856125211236,-0.9939711203092881,0.7447825082519115,0.4300568562775992,-0.2255468536117234,0.8581266001876932,-0.0578533789644498,-0.447082133059364,0.5297521749230016,1.4542554733304702,0.034999104273019166,0.8608793305419474,-0.24220714107401983,0.6886494396528291,-0.37960128026714146,-1.0292207783625325,-1.3962345581519415,0.4302042452695154,2.5067528243500914,-0.018793742270388616,2.3339412426727364,-0.025612963548539723,-0.6206809645093586,1.757401391186727,0.491452055788096
2,-1.1999290225774728,-1.0717905181718226,1.9157503813347896,1.3183799198337876,1.6850504898541885,0.6349301492136961,-0.9939630089466182,0.7450002230685717,0.42937759291224054,-0.22574232317024512,0.8594764848567864,-0.055656408725503814,-0.4477264376666127,0.5260510161396812,1.4542736636909734,0.03132641832680721,0.8609129764712998,-0.24124416922039446,0.6861767637789459,-0.3803468717208006,-1.038228480131059,-1.4039305202177284,0.4221683096393063,2.4973981790693043,-0.029447112891857107,2.325566742146229,-0.03466127642093866,-0.6287478440054084,1.7480952741760547,0.48400589949591794
3,-1.1996073752836396,-1.071322986407258,1.915668324224375,1.3176428599884853,1.685057301307161,0.6340071219991373,-0.993951161613563,0.7452380643906625,0.4286468926448039,-0.2259501152923795,0.8609337289448618,-0.05328663333409127,-0.44840426859928445,0.5220827689383611,1.4543042367638224,0.027401287880344252,0.860961803526106,-0.2401975299576322,0.6835308220471732,-0.38113399987566743,-1.0478325780547784,-1.4121383223277046,0.41362334734592093,2.4874769832703962,-0.040807097096304916,2.316699952443023,-0.04429312073559561,-0.6373433903799384,1.7382153460120444,0.4761003784376682
4,-1.199254749780161,-1.070811528998906,1.915581084564002,1.316841674313289,1.6850675440036338,0.6330069952352394,-0.9939347516640379,0.7454991609334122,0.4278576788153546,-0.22617169279395,0.8625110704022266,-0.05072360676455337,-0.4491179102943223,0.5178185401237348,1.4543497909526157,0.023197791662820946,0.8610288694535773,-0.23905648098623464,0.6806933863207192,-0.3819659149412276,-1.0580948829261985,-1.4209116404357884,0.4045166578313566,2.4769341389322275,-0.05294880561832343,2.3072945992205396,-0.05456761095797018,-0.6465235088676562,1.7277052399198185,0.46769023617167094
5,-1.1988661279837967,-1.070249100145302,1.9154880773103244,1.3159666142026496,1.6850820346370798,0.6319184190202198,-0.9939127380306209,0.7457872922639843,0.4270015578813105,-0.22640874616717913,0.8642227068625687,-0.0479445275146666,-0.44986953239127925,0.5132267410787946,1.4544134855494997,0.018687939634767947,0.861117867269871,-0.2378088441767975,0.6776446542321282,-0.3828458705420939,-1.0690830256976065,-1.4303094788736384,0.39479002837486976,2.465709808754012,-0.06595522391421026,2.2973007912940195,-0.06554914256384876,-0.6563500496793824,1.716503754455444,0.4587262221887309
6,-1.1984354240043846,-1.0696271582995471,1.915388641884242,1.3150059655227808,1.6851018162476896,0.6307278402104948,-0.9938838022883342,0.7461070451100918,0.42606854424397844,-0.2266632275837034,0.8660841944820455,-0.04492438613841531,-0.450660997764668,0.5082735896209493,1.454499144978933,0.013842290288000447,0.8612332331861878,-0.23644098942757746,0.6743636264359105,-0.3837769287170154,-1.0808696355891712,-1.4403956256179107,0.3843800007546365,2.453740223325703,-0.0799166874917652,2.2866658496524797,-0.07730648590732019,-0.6668905115942572,1.704545737730599,0.4491557173260766
7,-1.1979552337947443,-1.0689353124601702,1.9152820395599677,1.3139456138584147,1.6851282288481992,0.6294190461034422,-0.9938462670935481,0.7464640045288634,0.4250467400272489,-0.2269373839975699,0.8681121063679308,-0.041636486842924675,-0.4514935674219774,0.5029242399679658,1.454611359446435,0.008631194479659644,0.8613802427472668,-0.2349379817517838,0.6708289036010237,-0.3847616457975454,-1.0935303983045772,-1.4512372215388327,0.37321882852714,2.440959433790513,-0.0949292285825906,2.2753359750510422,-0.0899107722964133,-0.6782169729847809,1.6917639919104013,0.4389241270950525
8,-1.1974165400181136,-1.0681609014989093,1.9151674578053848,1.3127685404054024,1.6851630021702846,0.6279726528914343,-0.9937979922164053,0.7468649809805301,0.4239219799268844,-0.2272337831697848,0.8703232838174989,-0.03805360249246143,-0.4523674629772587,0.49714491984080234,1.4547555572834656,0.0030270216769047575,0.8615650625226992,-0.23328402208863935,0.6670201488746319,-0.385801588035411,-1.1071403249153013,-1.462901899634069,0.36123655982420577,2.427302536696515,-0.11109107644817118,2.263259199235018,-0.10343172861904958,-0.690403754688727,1.6780927722056551,0.4279774772969869
9,-1.1968083841408845,-1.0672885191764134,1.9150440276106666,1.3114542732086545,1.6852083753240117,0.6263655796753007,-0.9937362460153667,0.7473182660511163,0.42267747201132105,-0.22755532112984736,0.8727334369350893,-0.03415014011051766,-0.45328124485706783,0.49090659747875925,1.4549380027406864,-0.0029921507998677674,0.8617946979826266,-0.23146338001185932,0.66292055154476,-0.38689661744404436,-1.121767311886996,-1.4754527408407314,0.3483648497066461,2.412711071567425,-0.12849630774557155,2.25039019993306,-0.11793128576872539,-0.7035231204293078,1.6634736493325886,0.4162667936399413
10,-1.196117543049577,-1.0662995294379487,1.9149108633699348,1.3099783615038643,1.685267246248569,0.6245706031189543,-0.9936575552469937,0.7478338919164456,0.4212935039655544,-0.22790519120079145,0.8753547735729063,-0.029905810783735175,-0.4542309777520812,0.48419081356331667,1.4551656411139324,-0.009436819019268464,0.8620767392358857,-0.2294620925734422,0.6585206945253954,-0.3880438952570632,-1.137461875420778,-1.4889401194826775,0.3345432519670491,2.397141404101392,-0.14722439506902488,2.236697631713956,-0.13345351478513215,-0.7176381442952807,1.6478646362465281,0.40375494742809515
11,-1.195328294928088,-1.0651716772490134,1.9147671393813726,1.308312018611921,1.6853433477885096,0.6225561816301342,-0.9935575477988043,0.7484238362119602,0.41974734991604756,-0.22828678269421868,0.878192307763348,-0.025311332351350534,-0.45520920350607574,0.47699826025594283,1.455445674362063,-0.01629781808501851,0.8624187597391996,-0.22727075115260834,0.6538241851412111,-0.38923659535854344,-1.154242021730777,-1.5033895500216055,0.3197287335905103,2.3805767825726623,-0.16732441661680014,2.2221744805497017,-0.15000995071252923,-0.7327918713914198,1.6312533550568935,0.3904265577352702
12,-1.1944224384200794,-1.06387900271115,1.9146122212755092,1.3064222037134963,1.6854414334831598,0.6202868821684724,-0.9934308259154987,0.7491020576670875,0.41801361216305527,-0.22870346299391647,0.8812386330458385,-0.020376467918863755,-0.4562038525915377,0.46936021028741115,1.4557847227254834,-0.023535574091111955,0.8628271911211473,-0.22488862839063253,0.648855087723141,-0.39046243763644545,-1.172073003876497,-1.518785246170966,0.3039087438068703,2.3630430723167932,-0.18879341751084758,2.206851320431825,-0.16756016418191366,-0.7489923676265613,1.6136742798005945,0.37630098847004695
13,-1.1933798414837182,-1.062392413430004,1.9144458710018109,1.3042725814207228,1.6855674305020443,0.6177249256358205,-0.9932709459407486,0.7498841672748515,0.41606535486525964,-0.22915818606835142,0.8844674231387423,-0.015139935832889185,-0.4571974166766715,0.46135162585695133,1.4561874564999002,-0.031068063919202367,0.8633055348548875,-0.222329054372005,0.6436663660729937,-0.39170237274359254,-1.190843828951679,-1.5350507650650589,0.2871169986760742,2.34462652583889,-0.21155050248122226,2.1908109079844276,-0.1859895084395814,-0.7661946345830382,1.5952282639170565,0.36144711262479595
14,-1.1921799115770177,-1.06068142580266,1.9142685328534592,1.3018259556422402,1.6857284783986293,0.6148335123801549,-0.9930706316209068,0.7507864552124527,0.41387647826836127,-0.2296528785808109,0.8878269021632484,-0.009679177392304568,-0.458166938500379,0.45310250336793595,1.4566547413164805,-0.03876080397578413,0.8638519678644192,-0.21962517176446156,0.6383470825896687,-0.3929300507140898,-1.2103461838428722,-1.552031158092475,0.2694489922589788,2.3254891908133484,-0.23541211395384837,2.174200218498754,-0.2050896150869841,-0.7842829534240903,1.5760994461258757,0.345996178885695
15,-1.1908043993391162,-1.0587176285541646,1.9140816749614862,1.2990487657453358,1.685932731075954,0.6115825060469492,-0.9928223879639329,0.7518239723684975,0.411425709891934,-0.23018760683520734,0.8912358554091234,-0.004115907701640543,-0.4590854861037182,0.44480138203543357,1.4571816846553876,-0.04642450946487782,0.8644568192579604,-0.21683404666124356,0.633024439045451,-0.39411291538017923,-1.230265946895623,-1.5694847451182221,0.25107164425715645,2.3058746113896333,-0.2600786705445126,2.1572336452768877,-0.22455141311100374,-0.8030604308479897,1.5565611976084779,0.3301465206807708
16,-1.1892416966395005,-1.0564801266663055,1.9138881012361968,1.29591780003802,1.6861887890837348,0.6079564497897292,-0.9925196537859964,0.7530075305268299,0.4087021582246957,-0.23075964518825606,0.8945855510135059,0.001387774394472803,-0.4599254738910296,0.43668421721651196,1.4577564022692262,-0.053826509122810194,0.865100922130728,-0.21403625332843218,0.6278563303319982,-0.39521553620506955,-1.2501990183941427,-1.5870941109813832,0.23222037936886258,2.28609602271324,-0.28514470114592916,2.1401809592376635,-0.243981689516721,-0.8222540006034506,1.536962051100828,0.3141532453017467
17,-1.1874921146729576,-1.0539623894669436,1.9136920833703233,1.2924282385891253,1.6865047026174875,0.6039636044048151,-0.9921584593936691,0.7543399459004887,0.4057114914432411,-0.23136272775320466,0.8977497419991223,0.006645855148851942,-0.4606633050063648,0.429006056479158,1.4583604692621706,-0.06071787746268786,0.8657560390838924,-0.2113287614916842,0.6230128447143927,-0.3962048454806077,-1.2696967114651603,-1.6045010205753176,0.21317999855379113,2.2665045021636225,-0.31013864506949695,2.123338403767567,-0.26294769631695275,-0.8415394417613052,1.5176883767048852,0.2983003399679476
18,-1.1855726770277455,-1.0511787189590749,1.9134991488161779,1.2886007714427148,1.6868866678235515,0.5996431707030502,-0.9917392370923689,0.7558125124427871,0.4024807859796978,-0.23198686648794917,0.9006011860121902,0.011474531133970477,-0.46128375086656437,0.4220021857505849,1.4589714485490506,-0.06686980044275444,0.8663879098690732,-0.20881191955568337,0.6186510384741946,-0.3970556471546034,-1.2883308669671552,-1.621357979156158,0.1942531975914793,2.2474449114514923,-0.3345839573822074,2.1069902425345575,-0.2810398164853632,-0.8605815020030225,1.499112608801935,0.2828617046368418
19,-1.1835193790285687,-1.0481677609834184,1.9133154584617431,1.2844848202477415,1.6873377567915162,0.5950672820864339,-0.9912681363480076,0.7574031199728734,0.39905974944175154,-0.2326190174445995,0.9030291142551485,0.015718792314235938,-0.4617822293070386,0.41585324037808624,1.4595667358464568,-0.07210589048802404,0.8669611186878808,-0.20657490960775274,0.614892241242407,-0.3977542094182687,-1.3057551270108927,-1.6373778387730902,0.17572747994899526,2.229215439774106,-0.3580597298009812,2.091374656238184,-0.29792954681508793,-0.8790751039786548,1.4815456607903479,0.2680652391047318
20,-1.1813853826775946,-1.044991033092533,1.913146897672,1.2801558015689514,1.687857110613596,0.5903357671459967,-0.9907572031313847,0.7590771204875989,0.3955170285153507,-0.23324455003412603,0.9049514929744437,0.019269705761832928,-0.46216419478996196,0.4106672142521013,1.4601271556660531,-0.07631898182167945,0.8674439864248922,-0.20468503380753542,0.6118101028109257,-0.39829870808909107,-1.3217398816960058,-1.6523631219133619,0.1578510020384704,2.2120440039469718,-0.3802396978322191,2.07666528058161,-0.3134016773841179,-0.8967734800997289,1.4652098996074496,0.25407266683861596
21,-1.1792351935214147,-1.0417263362222835,1.9129981628247663,1.2757066882906336,1.6884398814901276,0.5855645871698628,-0.9902231957034513,0.760791002633072,0.39193228144555825,-0.23384911444224166,0.9063193973047619,0.02206864414773496,-0.462442382871341,0.40648106742302637,1.4606390456211118,-0.0794702458656016,0.8678119350662612,-0.20318355804865823,0.6094311229034246,-0.3986970091142596,-1.3361744673051728,-1.6662092808296327,0.14082087652340974,2.1960836945490283,-0.4009031674337393,2.062969856078873,-0.3273551825960643,-0.9134982952508767,1.450236132469705,0.2409779886000634
22,-1.1771365045788669,-1.0384579619684389,1.912872133354055,1.2712363629172916,1.6890779190536267,0.5808713592421837,-0.9896853775187618,0.7624978145534097,0.3883863449634637,-0.2344203571499229,0.9071149178987601,0.024101483131243936,-0.46263338764371087,0.4032751469574045,1.4610945936808841,-0.08157671490708009,0.8680488488729216,-0.20208723180951352,0.6077434671396522,-0.39896329464833363,-1.3490464897542949,-1.678889364914408,0.1247807921017843,2.181420362151664,-0.41992588242802364,2.050339495431819,-0.339782693165147,-0.9291363520838994,1.4366764998623822,0.2288183247619657
23,-1.175152088946657,-1.0352665613894496,1.9127696808471049,1.2668380926386467,1.6897609454455835,0.5763620225816601,-0.9891629847874707,0.7641527563943509,0.38495221437360766,-0.23494906434761959,0.9073456525660317,0.025388280352164574,-0.4627547338863374,0.400991421328582,1.4614909891037235,-0.08269502064574388,0.8681468375739336,-0.20139288409859385,0.6067084910351956,-0.3991148647682748,-1.3604130827501597,-1.6904319123309741,0.10982334645608428,2.168084306015376,-0.4372627063324702,2.0387810917979072,-0.35074273496446184,-0.943630290322143,1.4245227956299862,0.21758873660584674
24,-1.1733336981337021,-1.0322211397590921,1.9126898867698936,1.2625907824203115,1.690477867541496,0.5721215753153007,-0.9886730575481611,0.7657175873928139,0.38168877600076795,-0.2354295823280676,0.907038200056796,0.025972569768533914,-0.4628229018084459,0.39954971712280235,1.4618291071561906,-0.08290632776942665,0.8681050582372231,-0.20108285019224453,0.6062713355839873,-0.39916973591746985,-1.3703743783349176,-1.700900437494385,0.09599456501499486,2.1560617705370113,-0.45292972940268317,2.0282687437103,-0.3603343639340149,-0.9569681458186506,1.4137237847384703,0.20725568599355781
25,-1.1717188795961835,-1.0293744475953057,1.9126305183274253,1.2585542256149045,1.6912179252435124,0.5682099287636744,-0.9882290522342283,0.7671631504356968,0.37863797680700895,-0.2358596080708973,0.9062319105466522,0.02591214604350286,-0.46285225947912473,0.39885996903156024,1.4621122184487823,-0.08230427157731421,0.8679281253713996,-0.20113001801601724,0.6063692597239816,-0.3991450972487762,-1.3790531083259874,-1.7103777375170734,0.08330002055847688,2.145305335838666,-0.4669883382311643,2.0187532388444973,-0.3686777497763538,-0.9691734416196653,1.4041995074249052,0.19776745830140247
26,-1.1703305837667708,-1.0267617799944688,1.912588582442061,1.2547681825580763,1.69197150302828,0.5646622832968357,-0.9878403182510082,0.7684700106717104,0.375825029743211,-0.2362395765958275,0.9049734275241537,0.025271798362927332,-0.4628546663827849,0.3988306325129189,1.4623449402308915,-0.08098602315719247,0.8676244554657084,-0.2015020350801543,0.606937652853699,-0.39905645296724135,-1.3865803731736035,-1.718955020047544,0.07171238191299979,2.135743442004135,-0.47953138098978937,2.0101699127233776,-0.3759006458988609,-0.980295992886997,1.3958526774202185,0.1890618187953995
27,-1.169178776701296,-1.0244023549746397,1.9125608191106684,1.251254252210765,1.6927305668966415,0.5614925297928903,-0.9875122727392153,0.7696276692067823,0.3732606587886778,-0.23657188943016294,0.9033122604859772,0.02411791814260001,-0.462839502137237,0.39937405479378907,1.4625324739705834,-0.07904609128469892,0.8672047613573145,-0.20216456570240857,0.6079140793643132,-0.3989172473266502,-1.3930863042416919,-1.7267247655804692,0.06117978394189102,2.127289084400641,-0.49067125391169886,2.002445211009505,-0.3821295086390696,-0.9904034796490441,1.3885776452445189,0.18107160444082926
28,-1.168263093328347,-1.0223021517125543,1.9125440637560482,1.2480192531910643,1.693488784370642,0.558698046534206,-0.9872470026268102,0.7706329727718941,0.37094429706151466,-0.23686017097569936,0.9012974798400065,0.02251476559359608,-0.46281392671483557,0.4004095919164806,1.462680096496013,-0.07657239508524784,0.8666808181413435,-0.20308362976148606,0.6092407553765236,-0.3987388041636688,-1.3986943038635191,-1.7337762379375738,0.05163406993382163,2.1198473607257977,-0.5005300078908541,1.9955020185686618,-0.3874840210776978,-0.9995740604449593,1.382267217874567,0.17372878008081785
29,-1.1675757244563991,-1.020457221520098,1.9125354676457775,1.2450590257353054,1.6942414272119954,0.5562646199669739,-0.9870440372451842,0.7714882665464935,0.36886738660452395,-0.23710865704180492,0.898975493183003,0.020522131640195868,-0.462783237848172,0.401865112042926,1.4627928489244288,-0.0736441372271077,0.8660645452380835,-0.20422712916845254,0.6108658299676625,-0.3985304547184784,-1.4035178304909635,-1.740192837951589,0.0429980440193981,2.1133215171331696,-0.5092316484290195,1.9892637203135204,-0.3920740487905898,-1.0078903367916405,1.376817524210056,0.16696727859970817
30,-1.1671040260818688,-1.0188568089267007,1.9125326004018088,1.2423619471946186,1.694985155881602,0.5541707367928724,-0.9869011095930423,0.7721996568984619,0.36701627173357276,-0.23732174879098994,0.8963887503955469,0.018194099984583517,-0.46275124161523506,0.40367739419373466,1.4628753680201976,-0.070331011260645,0.8653673898403748,-0.2055657145169491,0.6127438086600142,-0.3982997628788933,-1.4076589535703925,-1.7460507370779255,0.03519123577490004,2.1076173540661647,-0.5168966276606435,1.9836570303577032,-0.395998292670033,-1.0154348126863368,1.3721311617086704,0.16072484858802913
31,-1.1668326181463053,-1.0174859493128496,1.9125334704836348,1.2399118207873057,1.695717761772621,0.5523909454552983,-0.9868148077792797,0.7727755680089105,0.36537447783945,-0.23750372058967673,0.8935751641106239,0.015578609766118813,-0.4627205902893991,0.4057918239890308,1.4629318134859528,-0.06669331159425268,0.8645999613835904,-0.20707316099998255,0.6148354119868781,-0.3980527860627632,-1.4112080890660248,-1.7514183842994901,0.028134069997665687,2.102646101936983,-0.523638296582576,1.978613740640521,-0.3993440752075524,-1.0222867789475711,1.368118941500782,0.1549441116043057
