angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9
1.5079780583229858,-0.08803015367755931,-2.2445794685205036,-0.631298524884438,3.6127322225140204,-0.6428269580712771,-0.6065684082838738,-0.4771818984685145,-1.1671492688443963,1.8676761312995054
1.4522659202660455,-0.29294313254247234,-1.8992107383891583,-0.3372721092883893,-2.5689897922420264,-1.0563278315116431,-0.6199905811143139,-0.3596936586245021,-0.6089719161427719,1.5890768571261784
1.212329551596269,-0.4350027317513513,-2.25576482457415,-0.8266703756590312,-2.4986585978699853,-1.3348870421609775,-0.42201474350052737,-0.8451835780167825,-0.9764458188108119,1.3319598304025153
1.3078792880187193,-0.63294631563987,-2.3940020187939544,-1.0919090418473993,-2.959979300650911,-0.7083894418352149,-0.3515870628118282,-1.009097044444326,-1.4283967348656041,1.5167079489368662
0.9194110064563843,-0.08128465431610588,-2.5246453277783396,-0.4829665120652339,-3.2671406501653775,-0.4428548600457038,-0.05329610267886392,-0.9271075672621045,-1.3069828334912326,1.0019735922612707
1.2752380997913164,0.3183258841116969,-2.659142141827045,-0.15101874694047274,2.659601096833925,-0.7116698218914375,-0.1821763997500541,-1.447621336237205,-1.3702338504859972,0.7838641291094229
1.619432422231046,-0.16297825783971887,-2.7573913966170274,0.44929330146880914,3.199345933174657,-1.1564778719173097,-0.7913525025652668,-1.4895299162707685,-1.6784996782800932,0.7162706859742769
1.3725108365053909,0.25315294795330634,-2.8189072304374805,0.15907378260469035,-2.8152471972347914,-1.1017297427331492,-1.3539637904023003,-2.114173343201714,-1.4056239956059728,0.4725621656025495
1.731185148274456,0.07606600167924132,-2.8185868185035696,0.7840009988157324,-3.183546339735479,-0.7073760925084696,-1.9643115142143728,-2.516584805357752,-2.0243404001827265,0.3844180964468931
2.2836749966186947,-0.3048758626989765,-2.994482432560984,0.40726374051654857,3.0661733637114628,-1.1287321337318477,-1.8825324755305315,-2.4099504741137245,-2.5122642451681085,0.7624687045753713
1.9624792432155702,-0.3098478578351132,-3.1156321385357093,0.3853421871369318,3.266335150864856,-1.4915723001095884,-1.3192887671406393,-1.8512881865743238,-1.9541570220602242,0.26534955939729765
1.9425634534985774,0.052330687373965346,-2.670218941119644,0.01754202992347731,-2.9242162444781274,-2.0113117295425043,-1.4239624587899953,-2.195087786603221,-2.184705656752069,0.7276871012887025
