angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9
-1.3015117972182582,-2.4814628740976743,-2.1398466080478022,2.797115583682266,-2.4107891595401068,-1.7820803661476965,-1.8396700607200913,-2.2879165430493673,-1.2764558719053487,2.568439705451636
-2.1547602207625554,-2.007754294392801,-1.6013267628746823,-2.02526274097248,-2.5761648668507022,-1.8877249596012728,-2.058010190269499,-1.6846018905475404,-1.583596039218094,-1.9725005263994335
-1.3927400731908224,-1.843914354149329,-1.8930606878682648,-1.624046118927921,-1.8275989221572908,-2.0772281712990566,-2.443682539577595,-1.3922101741685735,-2.4246415139047586,-1.3986712108139505
-1.6224246903458854,-1.4991087901934175,-2.252413293291302,-1.1509404924416229,-2.129746980115673,-2.0797621384555516,-1.4695071513995488,-2.0667755924447038,-2.027667702404104,-1.7758521052759635
-1.8619626337167576,-1.752799267506639,-1.486350076758768,-1.7631699816843711,-1.8414242856426075,-2.3909272246753352,-2.0642454413126683,-2.04473717188656,-2.279587478594158,-1.546540103501627
-2.276664270515953,-2.006197073359006,-1.7669074729741576,-2.3913850194604915,-2.2128046539664608,-2.569684894698593,-1.877217016668716,-2.5170189200716573,-2.5252880829463376,-1.8727443418203218
-2.0589947502988237,-2.0563205178747195,-1.6125209211372264,-2.158707019903196,-2.653364519299761,-1.728854612073841,-2.4484120511695866,-2.011842171101952,-1.6760979989836806,-2.2082820558414005
-1.4557497450307215,-1.6586445230612104,-2.234759673448291,-2.6244681292094194,-1.9194595358872533,-1.5001945343837593,-1.845964495842863,-1.9803960843315127,-2.2111570328567667,-1.9729250497386002
-1.5448465966047205,-2.172632698419965,-1.3638786321043392,-1.9805363450339317,-1.97417671143837,-1.4659801937783785,-2.246001593383213,-1.7137978759722805,-1.504083834476055,-2.1157859445224303
-1.7414517048882352,-2.275492772880494,-1.6922651543879534,-2.3366060350182436,-2.4480978064839074,-1.748150196906724,-1.8997047258034103,-1.165800715421318,-2.271095750005595,-1.8763700716384575
-1.7396252884155063,-1.6486410766803496,-2.482351805497274,-1.592166733578372,-2.4167606834553075,-1.479561116467163,-1.3970677094120898,-1.698075131754191,-1.9640584179952256,-2.0913554807365555
-1.3596078415283954,-2.0533664339153543,-1.3128383727007542,-2.2428246025902716,-2.0830099233088673,-2.0645982723160166,-1.565882040576832,-2.127960035742989,-1.5855427117717218,-2.499745003269302
-1.7800722082281775,-1.6423570501066636,-1.9412868087451427,-1.467151143424754,-1.3878258484112154,-1.684563703329012,-1.853113109047634,-2.4516338966696614,-2.1868406744855635,-2.2885793633695104
-1.3880750379130662,-2.3175715570792264,-1.7099220737283654,-1.8465454175640101,-1.5746173056166433,-1.7048137873898919,-2.1360599525074417,-2.351522463269518,-1.9048769656225581,-2.6120104969067564
-2.000614951393231,-1.9307374770573043,-1.5033412099984635,-1.7400082184463872,-1.6062015027826653,-1.5849261360177067,-1.4021694045611188,-2.483341717658807,-2.591500541050189,-1.566281660710546
-1.7918235012160744,-1.767479807016981,-2.3458608258758735,-1.400619665105419,-2.0793525142298517,-2.340964259848806,-1.5726631237199014,-2.173706483271898,-1.272504099125593,-1.3788430758929802
-1.7549515284895563,-1.4351995439503198,-1.6636478573013507,-1.6724094983892475,-1.3656350397543293,-1.360585449451548,-1.656549697034952,-2.0381765034622417,-2.1642163121054443,-2.070705777086385
-1.1714219719938703,-1.1662672068647746,-1.9471022719006328,-1.668770846185836,-2.1901735573727548,-1.82861681247736,-1.653100444552959,-2.3043081382663644,-1.6935164405585332,-1.9675898993169283
-1.8920125813867352,-1.4252519820179241,-1.7647364335671105,-1.7013488194089497,-1.2833343494536193,-1.9570007861643972,-1.271143152105874,-1.3016733744618172,-2.0352952996334466,-2.081575427434759
-1.6601422471151097,-1.526370231733859,-1.9799068458152649,-1.8315466440022674,-2.1325185487554412,-1.518567910671631,-1.1082924679851196,-2.2548579503594586,-1.658420651952699,-2.0911596306301483
-1.6048319717081658,-2.2526215346151304,-1.2139888715060962,-2.188593441603752,-1.4355054696911123,-1.8958625618083063,-2.1515767327363506,-2.368386216194285,-2.300801311365902,-1.411305893577109
-1.715608973034727,-1.663085481680186,-2.218007263517002,-1.2240664049913597,-2.0193501628454733,-1.662183417982767,-2.086507196532788,-1.6007526943354564,-2.2249756316205773,-1.2454673202326925
-1.5407580216491585,-2.011785163769961,-2.325878860035054,-1.5149284354497152,-2.0235925031052875,-1.3498700061527598,-1.55510337773044,-1.6787855732083603,-1.5366059670857024,-1.5430405108583143
-1.6118946275780517,-2.024501217191712,-1.6037458933278592,-2.1565768180253455,-1.7459987457496808,-2.1363766797167942,-1.1987904950358175,-2.2768906511271636,-1.3525099644743486,-2.3166114261687443
-1.6753032942165422,-1.5242343003008991,-1.3980110641317312,-1.4870588905751536,-2.226661351208378,-1.9996964690686292,-1.5391858836348677,-1.7153439071011447,-1.9700840576192902,-2.196882375573132
-1.757420398466832,-1.5972389049426763,-1.9557941075131842,-1.788144039710539,-2.0975539350547345,-1.2744807953218158,-2.2391532032125205,-1.610870409532385,-2.303991203231884,-1.4596888213106147
-1.247043313256277,-1.6541627003181403,-2.304028431109916,-1.7690008381801632,-1.7421916886689477,-1.6533973227855903,-2.0427168256159534,-1.4222736330815344,-1.7928358123167087,-1.2145200038194066
