angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9
0.4028398726335741,-0.18726262668363158,3.075901116543601,-0.41765470723254794,-0.46829190831675804,-1.6965603856054774,1.7088890123792009,-0.756634752084832,-1.3688885398927846,1.1371082281024374
0.8998502062801624,-0.6276371290998615,3.3999922387787493,-0.10178677653814594,0.12063327337287677,-1.7484610043730024,2.1355618487229098,-0.4053470769205805,-1.1181634382786148,1.1215916646346036
0.46101775204470963,-0.17872768354242857,-2.7391589462186343,-0.6021573821852713,-0.346232047303881,-2.3390628856681586,2.004312814232599,-0.5363107188547764,-1.6681291288367688,1.5495564022675974
0.9787758614570746,-0.7800013109005479,-2.568330305029905,-0.1258093181504728,-0.35762084236222025,-1.7621438687982272,2.2285238283515314,-1.0148058384622651,-1.262650949114755,0.9837088484847788
0.9286360769096905,-0.7357086031768741,-1.9562876541709961,0.06638413736825982,-0.10987258831934496,-1.8069712658804065,2.4976848344671447,-1.0044621360555206,-0.8494885925999457,1.0407486042060423
0.32187982621029143,-0.5977629329744661,-1.8434869235802003,0.60288135921387,0.3502697827641019,-1.2817138298171824,3.0677733964039606,-1.2900139404811162,-0.2485874568163643,1.0433041777885388
0.8928609295994832,-0.9183786462079142,-1.3981034617317378,0.40048285458213123,0.04335072422405256,-0.7667691138114202,3.4143406941533065,-0.6938670154428955,-0.4549964920153504,0.8857152056164569
1.2001294543865495,-1.3530450527169762,-1.709384207863431,0.9867875101880528,0.05177637860968261,-0.9923466356852085,-3.2832292745080807,-0.3484593668546839,-0.7535487008314811,0.7165993376734898
1.3375787008345679,-1.4898789263219399,-2.227166354347003,0.6345774271194663,-0.09010336330073566,-1.460445604947523,3.5320636875529328,0.0991531604526747,-1.33575420645438,0.4444180520025317
1.1533350286469868,-1.1905760640612046,-1.7009969071097997,0.23813898797593236,0.11483232854107893,-1.0703224477483466,-2.188045151912971,-0.010747648021821724,-1.4613752567663623,0.9787717473962372
1.1550299248705127,-1.809530447663017,-1.331000098943234,0.5231233486615381,-0.013091756339657298,-0.906462720982036,-2.0965079861995277,-0.00977550630662596,-1.9649708228951583,1.0251293175520677
1.4209952385484637,-1.6436766882075922,-0.7635504373520174,0.5800468711213573,-0.2826017731776032,-0.6328919235263284,-2.082214725341135,0.07964838547197628,-2.1570934940794366,1.0837166695574771
1.526037762908769,-1.0603235601834644,-1.3532721969526178,1.1239011670321066,-0.6755660563143814,-0.678070517749642,-2.052243744446065,0.19405455937996013,-2.329348440325489,1.4687975461287583
1.8992738725719416,-0.48874278556145945,-1.9300873586240064,1.1930374528680432,-0.4292816220648771,-0.7037298549681911,-1.6043229514717114,0.6025270892199597,-2.5445178267164144,0.9129334919477738
1.7150379583738171,-0.7255700176943475,-1.9115180072945792,0.7197709499252147,-0.7777846273479568,-0.9920356664013064,-1.766471610428815,0.6072220120261219,-2.8799214813668876,0.536182174767251
2.030504726826932,-0.8099210500506538,-2.3541801717869033,1.020792309457747,-0.21174592094247624,-0.991440767429218,-2.2662085298998225,0.8359284693416715,-2.71861497778535,0.18731727833511347
1.794815808556818,-0.5330518956583175,-2.8994290005544037,1.5827964729513244,-0.08144493477837936,-1.1273235173809204,-1.9570106179286364,1.0508860724439355,-2.3047962319482846,0.24818620581753087
