angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9
1.6801274905110162,-0.5852102879472786,-2.0935601147681226,2.92356113272324,-1.1289714001267617,-0.5329945653225965,1.8237047837734668,-2.387779216202818,-1.21273168788778,1.6979643433652043
1.2266139566878875,-1.414052918094498,-2.417492800624155,2.2963755832618835,-1.1621087170910933,0.049027375109549576,1.6908780152413077,-2.687856457883572,-0.7467760398253671,1.2163853788371468
1.3862753508157417,-0.5203234240183838,-2.8716039996946074,2.169857612868617,-1.587417533191637,0.4921743739931089,1.0764472479712046,-2.8450392251036165,-1.4683259885482745,1.173915206096585
1.3088506315318695,-0.7261402054459853,-2.8126603196714357,1.8567898306877375,-1.501526594903581,-0.03446502100607918,1.5966795984806574,-2.393985176604183,-0.8089098078042971,0.919946568312588
1.8373766347879887,-0.2941726402833439,-2.360060031615925,1.765247086094992,-1.626798538033736,-0.31975617372414483,1.2215117618452693,-2.4435303489507976,-0.7910087394058632,1.4379026672423647
1.1916864923699735,-0.6098278748108317,-2.9399205946324836,1.2448167087649562,-2.244248530039289,0.05819974347455614,1.974917032088823,-3.0208681697091984,-1.1626262177196327,2.1452579090971393
2.109503188928512,-1.2305500360562451,-2.8224801553319976,1.082648233625953,-1.8905162764641554,0.365002226239249,1.8421370297708548,-3.6410328737587876,-1.485287761108561,1.1066217791624973
2.0648205911215545,-1.2039531523321687,-2.5723359692091705,1.6129342532646547,-2.2778907194509808,-0.034512617709375804,1.635797622060322,3.1584842774122492,-0.7762772466552113,1.4421050317162851
1.2406203080529807,-1.246148481851749,-2.725679037923095,1.5967183694757854,-1.742283776266029,-0.016535356037690296,1.5507727732076282,-3.230269423423503,-1.5815087410066173,2.209945753517629
1.255623641832363,-1.699995003159822,-2.9590705628971294,1.8563197058208631,-1.4382549285229242,-0.12920917472891352,1.6515124810992456,3.6761684402308785,-1.5108940811102798,1.7201079843698888
1.5563011097485746,-0.9914266428374701,-3.4914614367461336,2.0359812109178868,-1.0326583889916803,0.21239357889540017,1.2355610776429675,-2.648331748623261,-1.9237889574576479,1.9254293039679018
1.3158401962551705,-1.5548625235050693,2.8604008746254013,1.9834528028868685,-0.594611138670549,0.32258804481475845,1.4482491246176203,-3.1836239610117025,-0.9413749692283723,2.0011383666244886
1.4256359937019187,-1.629228404136856,2.665350590861422,1.4715017383917441,-0.7752770406677468,-0.273207332724978,1.3392001470746397,2.9616375357548703,-0.6606615676249955,1.2345940153469508
1.5214401241172963,-0.6286804222819874,2.9079477073962345,1.590441738106882,-0.3911670301872101,-0.8934173423132222,1.8276722905673872,3.386653622291756,-1.3818332812926604,1.2728721794159201
1.0240974666348277,-0.9440711794265056,2.7772896035629606,2.124347302277253,0.6605285441783684,-1.0373158693029798,1.9666883824850165,-2.6472501990995014,-1.1041359009196334,0.40185026093211906
1.5874879318609003,-0.6154871680394187,3.0314222553893924,1.779922462226741,0.06736109199720813,-0.7561767265551714,1.4770348437634222,-2.0984588168625953,-1.2127691964174725,0.22773241606189687
1.6181003010178308,-0.8040459444023726,2.8793367897672297,2.0936691565924623,0.3772131864092271,-0.6777263164299762,0.9227021341607066,-1.6011942104824475,-1.2770824988995857,0.4957370433708973
1.2809572089822734,-0.7159824680716496,2.996223483021149,2.2082227631591227,0.36061661126512623,-0.6877917322841065,1.484016869390624,-2.1331089683534294,-1.4408204642734608,1.3795667790650463
1.144785758741802,-1.0930230991807874,3.14252795249733,2.1034522037086036,1.0158325695818788,-0.9630702815468821,1.3367572821140457,-1.7803467780186746,-1.5059168451818494,0.6589279973995862
0.7277800229396624,-1.2014827841191211,-2.7648217732282188,2.603490897111224,0.4372314016157902,-1.5535791483447217,1.570597917854252,-1.8723103637310472,-1.6744511193535416,0.8313276193860172
0.9026882408673493,-0.8652072071143857,-3.252699885141043,2.2196228185409264,1.2339833274376528,-1.468713667721566,0.9180352410888676,-1.7142999181673102,-0.920568271117031,0.8939613013937179
0.3244985771222705,-1.159178411813747,3.170941943397585,2.532284157149819,1.5599843638077713,0.04460012996972551,0.3711723219018733,-1.7456026375740572,-1.1143865263373351,0.4261697565364597
0.8781440716506619,-1.065489064527968,-2.9794981097424045,1.9150062628167597,1.376060050993578,0.06991001387315529,0.8997101145012977,-1.2116734497741917,-1.760790763998241,0.6441793935874187
1.3761371684056138,-1.5333699762534632,-3.144222902234514,2.2738607010398417,0.48738345697895824,0.34128039001939936,0.3693397748871764,-0.9968664196642607,-1.8715107879644377,0.560381124826787
0.49010806228813997,-1.0764171821928574,2.9323861407255243,2.7880188171695144,0.34509456844681385,0.8442874002219203,0.5639893048013611,-0.49357101115537383,-1.8501689348963346,0.7794458404110253
1.0142684646563649,-1.6096926921974934,1.0110449407441902,3.366212261466175,1.4379086313795335,1.3806611922669902,0.1511825759783404,-0.829933350514708,-0.941693197025419,0.518313311552999
0.707510349749887,-1.2114965569241305,1.50932902102326,-2.414439794091872,0.92802294847034,0.5028610186810994,0.549541167918288,-0.3225983362295122,-1.515607816305095,0.5979659695337882
0.27233636910093617,-1.2644496231816056,1.7602394408256856,-1.9926211477563907,0.598060304311582,0.18098010011070909,1.1720455449133755,0.222330893450148,-1.0123846638450282,0.05382435692620413
0.2938720270420343,-1.3800367428349734,1.40217865893361,-1.373201697596854,1.4745442353853289,-0.005644933961974574,0.5375868338598465,-0.2652916519178332,-0.8539305861271312,0.7184221955010641
0.2588833489919198,-0.6289834465891959,0.9921444116893455,-1.6913176128043195,1.699036309751921,0.3270290331344059,0.9118749463586413,0.1297519466148625,-0.6810001574896272,0.5222663344700086
0.4422020220438201,-0.6306476228586645,1.737414859455587,-1.1605489972831005,1.8348857969405632,1.0417240486198378,0.2854126573062029,-0.42997138182406935,-1.1337362183952078,0.13796457155169675
0.6310140387536308,-0.32860638464978087,2.289810472540094,-0.7637712940797952,1.2454474918829912,0.4994499629268029,0.8909224630537433,-0.3871554370018967,-0.8215284945220309,0.26294473570856297
0.7397442817961623,-1.142692118123302,2.066663409134217,-0.35547071822029735,1.7123520304830355,0.17858275471945914,0.6525664220645677,-0.6764546035951384,-0.610259623198829,0.5628657225274349
0.33574978236609754,-1.2178290683098218,1.9727723089685074,-0.6428494265948865,1.700450305947902,0.9121198905501857,0.41801599964867403,-1.092949387721512,-1.488011123756339,0.010177201402323144
0.15400567797546902,-1.104127100054507,2.3735113184301158,-0.7896207784796575,1.5634560286615151,-0.09153251280377356,0.07026159054087167,-0.8014069438377495,-1.3391306843792308,-0.1254286379926834
-0.4495362438704087,-0.7053893743428516,1.8291334876388479,-1.2786782371194594,2.4190940321132057,-0.3576724325636351,-0.19266375755317305,-0.988940113633948,-1.6181044854223403,-0.2937808248163373
