time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.0,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
0.01001001001001001,0.10990039915451387,0.09999998911293168,0.09999008965401703,0.10000000000797322,0.10000000495243673,0.10000000000019668,0.09999999999747632,0.10000000000248428,0.10000000495238374,0.10000991034679119
0.02002002002002002,0.10980179020196291,0.0999999569015343,0.09998037667173444,0.10000000005117612,0.10000001961631613,0.10000000000066309,0.09999999998388595,0.10000000001598222,0.10000001961613939,0.10001962333334219
0.03003003003003003,0.10970416328436412,0.09999990403155679,0.09997085813190462,0.10000000015786736,0.10000004370504183,0.10000000000120399,0.09999999995040504,0.10000000004935934,0.10000004370472663,0.10002914188357306
0.04004004004004004,0.1096075086323427,0.09999983115679795,0.09996153114699045,0.1000000003554173,0.10000007693675031,0.10000000000161113,0.09999999988848328,0.10000000011121171,0.10000007693634276,0.10003846888756904
0.050050050050050046,0.10951181656513204,0.09999973891910659,0.09995239286316525,0.10000000067030801,0.10000011903431101,0.10000000000166329,0.09999999978984386,0.10000000020986592,0.10000011903392249,0.10004760720158051
0.06006006006006006,0.10941707749057374,0.09999962794838146,0.09994344046031284,0.10000000112813327,0.10000016972532633,0.10000000000112613,0.09999999964648348,0.10000000035337911,0.10000016972513807,0.10005655964802303
0.07007007007007007,0.10932328190511756,0.09999949886257128,0.09993467115202753,0.10000000175359859,0.10000022874213153,0.09999999999975237,0.09999999945067235,0.10000000054953895,0.10000022874239928,0.10006532901547728
0.08008008008008008,0.1092304203938215,0.0999993522676747,0.09992608218561408,0.10000000257052116,0.10000029582179486,0.0999999999972817,0.09999999919495423,0.10000000080586365,0.10000029582285336,0.10007391805868916
0.09009009009009009,0.10913848363035174,0.09999918875774035,0.09991767084208776,0.1000000036018299,0.10000037070611748,0.09999999999344075,0.09999999887214633,0.10000000112960193,0.10000037070838509,0.10008232949856968
0.10010010010010009,0.10904746237698264,0.0999990089148668,0.09990943443617431,0.10000000486956542,0.10000045314163346,0.09999999998794316,0.09999999847533943,0.10000000152773308,0.10000045314561672,0.10009056602219504
0.11011011011011011,0.10895734748459678,0.09999881330920257,0.09990137031630995,0.10000000639488006,0.10000054287960981,0.09999999998048956,0.0999999979978978,0.10000000200696693,0.10000054288590805,0.10009863028280658
0.12012012012012012,0.10886812989268492,0.09999860249894618,0.0998934758646414,0.10000000819803787,0.10000063967604648,0.09999999997076753,0.09999999743345923,0.1000000025737438,0.10000063968535636,0.10010652489981083
0.13013013013013014,0.10877980062934602,0.09999837703034604,0.09988574849702579,0.10000001029841457,0.10000074329167635,0.09999999995845164,0.09999999677593505,0.10000000323423455,0.10000074330479641,0.10011425245877943
0.14014014014014015,0.10869235081128724,0.09999813743770057,0.09987818566303083,0.10000001271449765,0.10000085349196522,0.09999999994320345,0.09999999601951004,0.10000000399434063,0.10000085350980054,0.10012181551144923
0.15015015015015015,0.10860577164382394,0.0999978842433581,0.09987078484593463,0.10000001546388629,0.10000097004711181,0.0999999999246715,0.09999999515864255,0.10000000485969399,0.1000009700706785,0.10012921657572223
0.16016016016016016,0.10852005442087967,0.09999761795771699,0.09986354356272584,0.10000001856329134,0.10000109273204777,0.0999999999024913,0.09999999418806443,0.10000000583565709,0.10000109276247762,0.10013645813566557
0.17017017017017017,0.10843519052498617,0.09999733907922545,0.09985645936410352,0.1000000220285354,0.10000122132643771,0.09999999987628533,0.09999999310278104,0.10000000692732296,0.1000012213649827,0.10014354264151157
0.18018018018018017,0.10835117142728339,0.09999704809438173,0.09984952983447729,0.10000002587455278,0.10000135561467913,0.09999999984566307,0.09999999189807125,0.10000000813951516,0.10000135566271606,0.1001504725096577
0.19019019019019018,0.10826798868751945,0.09999674547773402,0.09984275259196719,0.10000003011538948,0.10000149538590247,0.09999999981022098,0.09999999056948747,0.10000000947678779,0.10000149544493753,0.10015725012266659
0.20020020020020018,0.10818563395405072,0.09999643169188042,0.09983612528840376,0.10000003476420322,0.10000164043397111,0.09999999976954248,0.09999998911285558,0.10000001094342545,0.1000016405056444,0.10016387782926604
0.21021021021021022,0.10810401037086972,0.09999613033873095,0.09982959642694834,0.10000004390600285,0.10000177881203771,0.10000000014726315,0.09999998589974336,0.10000001407491564,0.1000017788757039,0.10017040668775802
0.22022022022022023,0.10802295360460834,0.09999588262268133,0.09982307701300434,0.10000006473046412,0.10000188961363471,0.10000000169034208,0.09999997806241813,0.10000002157508103,0.10000188960927821,0.1001769249116833
0.23023023023023023,0.10794246226810891,0.0999956871453884,0.09981656848172504,0.10000009693865297,0.10000197352449258,0.10000000436603555,0.09999996571953655,0.10000003333244727,0.1000019733939625,0.10018343108611943
0.24024024024024024,0.10786253839521387,0.09999554162527649,0.09981007415601245,0.1000001400767811,0.10000203167877887,0.10000000812551138,0.09999994905152801,0.10000004917729843,0.10000203136663627,0.1001899219252445
0.2502502502502503,0.10778318394673153,0.09999544381094272,0.09980359730699331,0.10000019369683415,0.10000206519592528,0.10000001292057405,0.09999992823653032,0.10000006894207121,0.10000206464940595,0.10019639419461095
