time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0050025012506253125,1.0099500970654471,0.9999997508759965,0.9999502220347067,1.0000000028868925,1.0000001227653867,1.000000001563958,0.9999999989239872,1.0000000005752094,0.9999999996002304,1.000000000089795,0.9999999998853409,1.0000000000063414,0.9999999999850777,1.0,0.9999999999990963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000009037,0.9999999999850777,1.0000000001146807,0.9999999996125842,1.0000000009436367,1.0000001233324773,1.0000497772323829
0.010005002501250625,1.009900435383713,0.9999990081234554,0.9999009361833799,1.0000000136101157,1.000000488886987,1.000000005956859,0.9999999950310288,1.000000002202073,0.9999999984773952,1.0000000003450629,0.9999999995610527,1.0000000000241016,0.9999999999426565,1.0,0.9999999999965651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000034348,0.9999999999426565,1.00000000043903,0.9999999985243332,1.0000000044602444,1.0000004910585112,1.0000990610501501
0.015007503751875938,1.0098510106331227,0.9999977786426887,0.9998521394896694,1.0000000352347982,1.000001095111325,1.000000012730423,0.9999999873324598,1.000000004738121,0.999999996746053,1.000000000745169,0.9999999990555367,1.0000000000514526,0.9999999998761657,1.0,0.9999999999926671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000073328,0.9999999998761657,1.0000000009446397,0.9999999968462226,1.0000000115688676,1.0000010997850235,1.0001478546570186
0.02001000500250125,1.0098018185359428,0.9999960692954846,0.9998038290163443,1.000000070787816,1.0000019381960807,1.0000000214366098,0.999999974851235,1.0000000080484552,0.9999999945205613,1.0000000012702008,0.9999999983956849,1.0000000000866551,0.9999999997889141,1.0,0.9999999999876502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00000000001235,0.9999999997889141,1.000000001604612,0.9999999946892036,1.0000000232758801,1.0000019461376286,1.0001961612370645
0.02501250625312656,1.0097528548583816,0.9999938869051072,0.9997560018452926,1.0000001232577933,1.0000030149100878,1.0000000316276207,0.999999956621929,1.000000012005748,0.9999999919150765,1.0000000019009667,0.99999999760688,1.0000000001280598,0.999999999684091,1.0,0.9999999999817493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000182507,0.999999999684091,1.0000000023935587,0.9999999921642025,1.0000000405749863,1.000003026760632,1.0002439839547232
0.030015007503751877,1.00970411541059,0.9999912382562974,0.9997086550775214,1.0000001955951008,1.0000043220333343,1.000000042855896,0.999999931690736,1.000000016490242,0.9999999890435534,1.0000000026189966,0.9999999967129953,1.0000000001741067,0.9999999995647657,1.0,0.9999999999751868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000248133,0.9999999995647657,1.0000000032876013,0.9999999893821212,1.0000000644472198,1.0000043383170318,1.00029132595479
0.03501750875437719,1.0096555960466602,0.9999881300952723,0.9996617858331571,1.0000002907118568,1.0000058563569627,1.0000000546741172,0.9999998991154702,1.0000000213897517,0.9999999860197455,1.0000000034065417,0.9999999957363948,1.000000000223326,0.9999999994338876,1.0,0.9999999999681722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000318277,0.9999999994338876,1.0000000042643704,0.9999999864538366,1.0000000958609447,1.000005877488518,1.0003381903624196
0.0400200100050025,1.0096072926646265,0.9999845691297251,0.9996153912514452,1.0000004114819276,1.00000761468327,1.0000000666352058,0.9999998579655657,1.0000000265996618,0.9999999829572053,1.0000000042465753,0.9999999946979329,1.0000000002743366,0.9999999992942864,1.0,0.9999999999609024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000390976,0.9999999992942864,1.0000000053030071,0.9999999834902009,1.000000135771855,1.0000076409754728,1.000384580283126
0.04502251125562781,1.009559201206465,0.9999805620288255,0.99956946849075,1.0000005607409264,1.000009593825707,1.000000078292323,0.9999998073220759,1.0000000320229279,0.9999999799692836,1.0000000051227917,0.9999999936169548,1.0000000003258473,0.9999999991486715,1.0,0.9999999999535613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000464389,0.9999999991486715,1.0000000063841616,0.9999999806020421,1.0000001851229743,1.0000096254969697,1.0004304988027826
0.05002501250625312,1.0095113176580939,0.9999761154232194,0.9995240147285551,1.000000741286214,1.0000117906088795,1.0000000891988716,0.9999997462776747,1.0000000375700764,0.9999999771691302,1.0000000060196068,0.9999999925112965,1.0000000003766565,0.9999999989996329,1.0,0.99999999994632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.00000000005368,0.9999999989996329,1.0000000074899942,0.999999977900163,1.0000002448446565,1.0000118277907748,1.0004759489876227
0.055027513756878435,1.0094636380493733,0.9999712359050291,0.9994790271614634,1.0000009558768985,1.0000142018685474,1.0000000989084932,0.9999996739366553,1.0000000431592049,0.9999999746696935,1.0000000069221577,0.9999999913972841,1.000000000425652,0.9999999988496403,1.0,0.9999999999393374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000606626,0.9999999988496403,1.0000000086041743,0.9999999754953419,1.000000315854585,1.000014244613346,1.000520933884239
0.060030015007503754,1.0094161584541053,0.9999659300278533,0.9994345030051967,1.0000012072338358,1.0000168244516252,1.0000001069750706,0.9999995894149308,1.000000048715981,0.9999999725837204,1.0000000078163036,0.9999999902897351,1.0000000004718115,0.999999998701044,1.0,0.9999999999327589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000000067241,0.999999998701044,1.0000000097118815,0.9999999734983324,1.0000003990577737,1.0000168727398333,1.0005654565195834
0.06503251625812906,1.0093688749900334,0.9999602043067666,0.9993904394945956,1.0000014980396286,1.0000196552161813,1.0000001129527267,0.9999994918400342,1.0000000541736442,0.9999999710237568,1.0000000086886245,0.9999999892019569,1.0000000005142016,0.9999999985560737,1.0,0.9999999999267175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000732825,0.9999999985560737,1.0000000107998048,0.9999999720198635,1.000000495346566,1.0000197089640783,1.0006095199009672
0.07003501750875438,1.0093217838188435,0.9999540652183203,0.9993468338836204,1.0000018309386278,1.000022691031439,1.0000001163958245,0.999999380351118,1.000000059473004,0.9999999701021471,1.0000000095264223,0.9999999881457479,1.0000000005519791,0.9999999984168401,1.0,0.9999999999213336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000786664,0.9999999984168401,1.0000000118561434,0.9999999711706394,1.0000006056006354,1.0000227500986152,1.0006531270160621
